"Wavelength","ATTO 425 EM","ATTO 425 AB","ATTO 465 EM","ATTO 465 AB","ATTO 488 EM","ATTO 488 AB","ATTO 495 EM","ATTO 495 AB","ATTO 514 EM","ATTO 514 AB","ATTO 520 EM","ATTO 520 AB","ATTO 532 EM","ATTO 532 AB","ATTO 542 EM","ATTO 542 AB","ATTO 550 EM","ATTO 550 AB","ATTO 565 EM","ATTO 565 AB","ATTO 590 EM","ATTO 590 AB","ATTO 594 EM","ATTO 594 AB","ATTO 610 EM","ATTO 610 AB","ATTO 620 EM","ATTO 620 AB","ATTO 633 EM","ATTO 633 AB","ATTO 647 EM","ATTO 647 AB","ATTO 655 EM","ATTO 655 AB","ATTO 680 EM","ATTO 680 AB","ATTO 700 EM","ATTO 700 AB","ATTO 725 EM","ATTO 725 AB"
313,,0.0341991351688311,,0.0153982687922078,,0.159861469264069,,0.0792380948095237,,0.104341991385281,,0.0248051950952381,,0.0999090903419912,,0.0750346334675324,,0.0586536792727272,,0.12669697030303,,0.0553896105757575,,0.0362987006623376,,0.0859653688744587,,0.113402597311688,,0.135380951515151,,0.0752683992294371,,0.102164502372294,,0.0586883112251081,,0.0291904764069264,,0.161138525800866
314,,0.0329220785367965,,0.011952380947619,,0.154818180909091,,0.0756580093203462,,0.0999177487792206,,0.0249134198095238,,0.102554111805195,,0.0765454567575757,,0.0546450206233765,,0.121805194168831,,0.053926407056277,,0.0349870126666666,,0.0844329020259739,,0.110298701177489,,0.133510824242424,,0.0755238105108224,,0.099043290112554,,0.0553246752987012,,0.0277056276103896,,0.16325107974026
315,,0.0314458878614718,,0.00929004342510821,,0.148896107099567,,0.072948053134199,,0.0949913424285713,,0.0255670996623376,,0.105008657917749,,0.0778138550173159,,0.0507575745454545,,0.116194805012987,,0.0528484847402597,,0.033926407069264,,0.0821601753982683,,0.106419913709957,,0.131099571428571,,0.0751601739047618,,0.0956536788051947,,0.0517662343290043,,0.0262987015584415,,0.165735926060606
316,,0.0302510824891774,,0.00750649358225107,,0.142285718311688,,0.0706277064372293,,0.0894458874632033,,0.0270519485021645,,0.107077922350649,,0.0788008687186146,,0.0472077914805194,,0.110303029705628,,0.0519567097142856,,0.0331601738744588,,0.078956713134199,,0.101415584896104,,0.128064939134199,,0.0739567094155843,,0.0918225100735929,,0.0483419922077921,,0.0252987017316017,,0.168554109437229
317,,0.0292467532857142,,0.00667965367922077,,0.135242429134199,,0.0680129873030302,,0.0837186147532466,,0.0290562775324675,,0.109077922077922,,0.0796623395844155,,0.044125541073593,,0.104121211116883,,0.0512510820259739,,0.0326450229090909,,0.0747575778787878,,0.0954372300389609,,0.124298702727273,,0.0717575745930735,,0.0875974013939393,,0.0449567102683982,,0.0246147189350649,,0.171272723246753
318,,0.0283896107359307,,0.00644155860086579,,0.127952385935065,,0.0649653685541125,,0.078000000069264,,0.0318051948398268,,0.110549783549783,,0.0805974038008657,,0.04117748908658,,0.0978614715974025,,0.0506450215454545,,0.0322510836277056,,0.0697142875454545,,0.0888528149783548,,0.119666668445887,,0.0687142848268397,,0.0829134185584414,,0.0418484849567099,,0.0241601731298701,,0.17372727047619
319,,0.0278787883290043,,0.00644588766320345,,0.120627709593073,,0.0614502163549783,,0.0721904766017315,,0.034926407095238,,0.111437229437229,,0.0818008659047618,,0.0388051953852813,,0.0916277055930735,,0.0501601737186147,,0.0320476205887445,,0.064103897047619,,0.0816753259134198,,0.114523810341991,,0.0651038944891774,,0.0775930721948051,,0.0389264072770562,,0.0239567098658008,,0.175536794502164
320,,0.0276277067792207,,0.0064588746047619,,0.113372296406926,,0.0572467524718614,,0.0666147191515151,,0.0383419914069264,,0.111614718614718,,0.0828008654935064,,0.036987014,,0.0852813860086579,,0.0500173166190475,,0.031969699030303,,0.0580000003030302,,0.0740476199393938,,0.10858008495671,,0.0611818172510822,,0.0719653669177488,,0.0362987018095238,,0.0239393939393939,,0.176385277099567
321,,0.0273549795670995,,0.00622077934285713,,0.105956709662338,,0.052748917069264,,0.061177490060606,,0.0418874459393939,,0.110839826839827,,0.0839610376406925,,0.035329005056277,,0.079017317134199,,0.0500173166190475,,0.031909093090909,,0.0519870131774891,,0.0667272730086579,,0.101852813627705,,0.0570476190303029,,0.0658701295194804,,0.033896104012987,,0.024047619047619,,0.17573160030303
322,,0.0267792216406926,,0.0061082252099567,,0.0987272713376622,,0.0480606064415584,,0.0562251092077921,,0.0451255404069263,,0.109554112281385,,0.0846926395151514,,0.0339696971298701,,0.0728961054069263,,0.0501601737186147,,0.032000002,,0.0463160177186147,,0.0598528137878787,,0.0945324672510821,,0.0531298704285714,,0.0592337658268397,,0.0318051951645021,,0.0243722943722943,,0.17365368
323,,0.0258138534415584,,0.00607792218268397,,0.0917619048787878,,0.0433290045887445,,0.0517922095670995,,0.048238095121212,,0.107268398268398,,0.085216449142857,,0.0325367964805194,,0.0670865807142856,,0.0506450215454545,,0.032000002,,0.041194805073593,,0.0535670998874458,,0.0870303025194804,,0.0495714286839826,,0.0525541118571428,,0.0302683985108225,,0.0246277056277056,,0.170043286839827
324,,0.0245670999393939,,0.00641991357575757,,0.0855367966623375,,0.0388961041255411,,0.0480735940086579,,0.051164502025974,,0.104316017943723,,0.0854632033463202,,0.0312337663116883,,0.0619134201818181,,0.0511601727532467,,0.031909093090909,,0.0367012989783549,,0.0479307358398268,,0.0795108214112553,,0.0465194804761904,,0.0462380948917748,,0.0290649355887445,,0.0248614718614718,,0.16498268051948
