"Wavelength","Alexa Fluor 488 EM","Alexa Fluor 488 EX","Alexa Fluor 532 EM","Alexa Fluor 532 EX","Alexa Fluor 546 EM","Alexa Fluor 546 EX","Alexa Fluor 555 EM","Alexa Fluor 555 EX","Alexa Fluor 568 EM","Alexa Fluor 568 EX","Alexa Fluor 594 EM","Alexa Fluor 594 EX","Alexa Fluor 647 EM","Alexa Fluor 647 EX","Alexa Fluor 680 EM","Alexa Fluor 680 EX","Alexa Fluor 700 EM","Alexa Fluor 700 EX","Alexa Fluor 750 EM","Alexa Fluor 750 EX"
524,0.9598,0.1491,0.1007,0.7793,,0.3261,,0.4987,,0.2812,,0.1692,,0.0197,,0.043,,0.0211,,0.0057
525,0.9428,0.1297,0.1178,0.8116,,0.328,,0.4921,,0.2957,,0.1766,,0.0205,,0.0438,,0.0218,,0.0059
526,0.9226,0.1125,0.1362,0.8444,,0.3284,,0.4896,,0.3114,,0.1843,,0.021,,0.0448,,0.0226,,0.0062
527,0.9039,0.0975,0.1603,0.8749,,0.3276,,0.4865,,0.327,,0.1944,,0.0221,,0.0461,,0.0236,,0.0065
528,0.8815,0.0847,0.1849,0.9042,,0.327,,0.4846,,0.3428,,0.2041,,0.0229,,0.0465,,0.0242,,0.0068
529,0.8596,0.0733,0.2118,0.9304,,0.3257,,0.4839,,0.3583,,0.215,,0.0232,,0.0483,,0.0251,,0.0072
530,0.8335,0.0641,0.246,0.9538,0.027,0.3246,,0.4879,,0.3738,,0.2269,,0.0241,,0.0495,,0.0261,,0.0075
531,0.8076,0.0554,0.2825,0.9724,0.0189,0.3231,,0.4906,,0.3903,,0.2384,,0.0251,,0.0524,,0.0269,,0.008
532,0.7826,0.0483,0.3199,0.9869,0.0105,0.3237,,0.4966,,0.4057,,0.2494,,0.0269,,0.0532,,0.0278,,0.0083
533,0.7546,0.0423,0.3571,0.9965,0.0081,0.3248,,0.505,,0.4207,,0.262,,0.0279,,0.0549,,0.029,,0.0086
534,0.7263,0.0372,0.3986,1,0.0085,0.3271,,0.5148,,0.4352,,0.2742,,0.029,,0.057,,0.03,,0.009
535,0.7006,0.0327,0.4403,0.9977,0.0095,0.3308,0.0193,0.5272,,0.4493,,0.2876,,0.0296,,0.0581,,0.0309,,0.0095
536,0.6765,0.0288,0.4842,0.99,0.0116,0.3368,0.0208,0.542,,0.4624,,0.2993,,0.0303,,0.0595,,0.0321,,0.0098
537,0.6506,0.0256,0.5299,0.976,0.0136,0.344,0.0232,0.5586,,0.4745,,0.312,,0.0322,,0.0606,,0.033,,0.0103
538,0.6291,0.0233,0.5772,0.957,0.0153,0.3548,0.0251,0.5794,,0.486,,0.3266,,0.0332,,0.0627,,0.034,,0.0109
539,0.6053,0.0207,0.6207,0.9315,0.0185,0.3664,0.0305,0.5995,,0.496,,0.3384,,0.0348,,0.0648,,0.0353,,0.0111
540,0.5838,0.0188,0.6659,0.9019,0.0218,0.3812,0.0372,0.6246,,0.5046,,0.3502,,0.0359,,0.0665,,0.0362,,0.0118
541,0.5619,0.0164,0.7112,0.8668,0.026,0.397,0.0429,0.6503,,0.5117,,0.3619,,0.0382,,0.0685,,0.0375,,0.0123
542,0.5415,0.016,0.7573,0.8292,0.0314,0.4174,0.0543,0.6788,,0.5178,,0.3734,,0.0401,,0.0709,,0.0386,,0.0128
543,0.5227,0.0144,0.7942,0.7873,0.0369,0.4389,0.0648,0.7103,,0.5216,,0.3845,,0.0415,,0.073,,0.0397,,0.0131
544,0.5057,0.0134,0.8349,0.7433,0.0433,0.4644,0.0793,0.7426,,0.5253,,0.3942,,0.0429,,0.074,,0.0411,,0.0138
545,0.4899,0.0123,0.8668,0.6984,0.0514,0.4906,0.0959,0.7785,,0.5269,,0.4033,,0.0463,,0.0762,,0.0421,,0.0142
546,0.472,0.0119,0.8971,0.652,0.0632,0.5209,0.1161,0.8143,,0.5283,,0.4125,,0.0473,,0.0784,,0.0434,,0.0147
547,0.4573,0.0107,0.9234,0.6051,0.0753,0.5519,0.14,0.8528,,0.5279,,0.4209,,0.0494,,0.0807,,0.0449,,0.0154
